Employee_number,Employee_name,Employee_age,Maritial_Status,Current_Salary,Number_of_Children,years_experience,past_projects,current_projects,Divorced_earlier,Father_alive,Mother_alive,performance_rating,Education_level,Department,Role,Job_Satisfaction,Work_Life_Balance,is_outlier
29885,Arun Smith,28,True,68800,1,0,7,2,No,Yes,Yes,1,High School,Finance,Senior Analyst,10.0,2.4799168525036013,0
29886,Michael Taylor,45,True,79638,1,16,10,1,Yes,No,Yes,4,Master's,Engineering,Software Engineer,9.073249083694574,2.40008386219957,0
29890,Rohit Johnson,23,False,75596,0,1,4,0,No,No,Yes,1,Master's,Finance,Analyst,6.084818958294722,1.0,0
29892,Leo Gupta,46,False,95138,2,16,14,2,No,Yes,Yes,2,Master's,HR,HR Executive,9.08813512805618,1.1743989320070867,0
29894,Aisha Williams,53,False,71118,2,23,1,0,No,No,Yes,4,Bachelor's,Engineering,Software Engineer,4.083002457298914,10.0,0
29896,Rohit Thompson,35,True,83888,2,5,12,3,No,Yes,Yes,3,Bachelor's,HR,HR Executive,7.410017579107484,1.0124026657560448,0
29898,Michael Miller,43,True,64282,0,22,3,3,No,Yes,Yes,2,Bachelor's,Finance,Senior Analyst,6.364075527873989,2.584178031959569,0
29900,Linda Miller,20,True,97575,3,0,13,0,No,Yes,Yes,1,Bachelor's,Engineering,Software Engineer,10.0,2.628497190498719,0
29902,Kiran Miller,41,False,72330,3,16,12,3,No,No,No,2,Diploma,Sales,Account Executive,8.517585149582843,5.080355645010789,0
29908,Ananya Thomas,57,False,99669,0,17,11,3,No,Yes,Yes,5,Bachelor's,Engineering,DevOps Engineer,10.0,1.0,0
29911,Luke Thomas,20,True,68716,0,0,1,3,No,No,Yes,4,Bachelor's,Support,Customer Specialist,4.534461802110993,3.236197303244828,0
29912,Karen Wilson,24,False,58855,1,0,0,3,No,Yes,No,2,Diploma,Sales,Sales Manager,9.769474415704305,4.128925065125699,0
29917,Aisha Thomas,22,False,83139,0,0,10,3,Yes,Yes,Yes,3,Bachelor's,Finance,Analyst,1.0,10.0,0
29920,Kiran Johnson,28,False,66184,2,5,7,3,No,No,Yes,2,Bachelor's,R&D,Scientist,5.203060171296073,8.89118442537739,0
29921,Sophia Taylor,23,False,75897,1,0,2,0,Yes,Yes,No,3,High School,Finance,Senior Analyst,6.4275325655781455,7.843270270835724,0
29927,Leo Patel,32,False,63772,1,3,6,1,No,Yes,Yes,2,Bachelor's,Support,Support Engineer,10.0,1.984304243007303,0
29929,Karen Gupta,37,True,80727,3,15,9,3,No,Yes,Yes,4,Master's,Sales,Sales Manager,5.790565442051035,6.275801282598203,0
29930,Vikram Sharma,36,False,68625,2,2,7,3,No,Yes,Yes,3,Master's,Finance,Analyst,10.0,1.909117113428123,0
29934,Aisha Thompson,29,False,74602,0,7,13,0,No,Yes,Yes,3,Bachelor's,HR,HR Executive,6.9040914575155705,1.0,0
29936,Vikram Brown,33,False,72127,0,5,4,0,No,Yes,Yes,1,High School,Support,Support Engineer,5.880479999396591,4.141867342387579,0
29937,Luke Walker,45,True,68333,3,7,10,0,No,Yes,No,4,High School,Finance,Senior Analyst,10.0,1.238991020312084,0
29939,Sarah Miller,52,True,59268,1,23,4,2,No,Yes,Yes,4,High School,Engineering,ML Engineer,2.316942920481396,1.1575927004169224,0
29940,Vikram Smith,29,False,68675,0,0,8,2,No,Yes,Yes,3,High School,R&D,Researcher,10.0,5.023277356533592,0
29942,Ananya Gupta,31,False,70655,1,6,11,1,No,Yes,No,3,High School,Engineering,Software Engineer,7.214419688160649,9.445074211552377,0
29945,Nina Williams,40,True,58820,3,0,14,2,Yes,Yes,Yes,5,Diploma,HR,HR Manager,5.772676680674602,8.468795380989015,0
29949,Sarah Wilson,34,True,76127,0,9,13,3,No,Yes,Yes,3,Diploma,Operations,Ops Manager,10.0,2.8779203821817116,0
29950,Kiran Lewis,32,True,86749,3,0,13,2,Yes,Yes,Yes,3,Diploma,Support,Customer Specialist,5.784660644735252,7.786084316284714,0
29951,Ananya Lewis,47,True,61612,1,24,1,2,No,Yes,Yes,4,High School,Engineering,DevOps Engineer,8.563071129011412,3.138240522950068,0
29955,Leo Davis,25,True,84313,1,0,9,2,Yes,Yes,Yes,3,Diploma,Engineering,DevOps Engineer,5.256305918163735,4.089076398505905,0
29956,Arun Singh,42,True,78594,3,5,5,1,No,Yes,Yes,4,Diploma,R&D,Researcher,4.188954859074943,7.915790125318206,0
29963,Luke Singh,21,True,87658,1,0,0,3,No,Yes,Yes,3,Diploma,R&D,Researcher,2.180876251697722,6.695758183731609,0
29965,John Kumar,30,True,63900,3,1,14,3,Yes,Yes,Yes,3,Diploma,Support,Support Engineer,6.355733621706261,4.839281355446582,0
29969,Kiran Smith,45,True,82838,2,1,4,3,Yes,Yes,Yes,3,Bachelor's,Finance,Senior Analyst,5.865256638780751,9.695282405402313,0
29970,Vikram Anderson,26,True,70532,1,0,8,0,Yes,Yes,Yes,3,Bachelor's,Sales,Account Executive,10.0,4.79446930631388,0
29971,John Taylor,46,True,65451,2,24,5,0,No,No,No,3,Bachelor's,Engineering,DevOps Engineer,3.453672438719366,3.747483628725841,0
29972,Priya Singh,47,True,65225,1,22,5,2,Yes,No,Yes,3,Bachelor's,Finance,Senior Analyst,10.0,5.52966763317733,0
29976,Michael Davis,28,False,70188,1,4,8,3,No,Yes,Yes,4,Bachelor's,Operations,Operations Coordinator,5.340999203101841,1.791200233011284,0
29977,David Davis,40,False,70554,0,14,9,3,No,Yes,Yes,5,Bachelor's,Support,Customer Specialist,9.038565248427945,4.885995066458563,0
29982,Vikram Kumar,25,True,60274,0,0,6,2,No,Yes,Yes,5,Master's,Support,Customer Specialist,7.250619668804097,2.169720942364042,0
29983,Leo Williams,40,True,80921,0,13,9,3,Yes,Yes,Yes,3,Bachelor's,HR,HR Manager,10.0,10.0,0
29989,Nina Thomas,36,False,59134,3,14,5,2,Yes,Yes,Yes,4,Master's,HR,HR Manager,6.768021068006371,1.3598587553272958,0
29990,Sophia Brown,39,False,63850,0,11,5,3,No,No,No,5,Diploma,Support,Support Engineer,6.687899167491061,1.8899423896256309,0
29991,Emily Gupta,26,True,86858,1,0,1,2,No,Yes,Yes,4,Bachelor's,Engineering,DevOps Engineer,9.24050555191063,2.4915358058856687,0
29992,Sarah Sharma,27,True,64216,3,0,12,2,No,Yes,No,3,Bachelor's,Operations,Operations Coordinator,4.8305949993164194,3.063268868871794,0
29997,Nina Brown,40,True,68562,0,8,3,3,No,Yes,No,2,Bachelor's,HR,HR Executive,10.0,3.0471302573869523,0
30001,Karen Lewis,18,False,67370,0,0,10,0,No,Yes,No,3,Bachelor's,R&D,Scientist,7.847028791894017,4.636027812772872,0
30002,David Davis,40,True,70778,1,12,0,1,No,No,Yes,5,Bachelor's,Finance,Senior Analyst,10.0,7.013863226364693,0
30004,Aisha Wilson,33,True,65463,3,3,3,1,No,Yes,No,4,Master's,Support,Customer Specialist,3.8648898421200872,7.631838648482994,0
30006,John Singh,38,True,90738,3,16,9,2,No,Yes,No,4,Diploma,Operations,Operations Coordinator,10.0,7.769566127534505,0
30009,Arun Brown,39,False,86709,0,18,5,1,No,Yes,Yes,3,Master's,Support,Customer Specialist,5.150219124218533,9.353924535301726,0
30011,Rohit Singh,18,False,75557,3,0,14,2,No,Yes,No,3,Master's,Operations,Operations Coordinator,10.0,1.78999438783325,0
30012,Ananya Walker,39,False,84846,0,6,9,1,Yes,Yes,Yes,3,Bachelor's,Support,Customer Specialist,8.883862163887093,4.8225482759330145,0
30013,Priya Iyer,58,True,75228,1,24,11,2,Yes,Yes,Yes,3,Diploma,Support,Support Engineer,7.8572078258110505,1.5562689221819754,0
30015,Arun Kumar,29,False,60246,1,4,7,2,Yes,Yes,Yes,3,Master's,Sales,Account Executive,7.566713019680698,9.879922907609409,0
30016,Emily Wilson,26,True,88358,1,0,11,3,No,Yes,Yes,4,Bachelor's,HR,HR Manager,10.0,5.291306594966397,0
30018,Sophia Miller,30,True,72167,0,1,8,3,No,Yes,Yes,5,PhD,Sales,Sales Manager,10.0,9.556088292722958,0
30019,Rohit Anderson,21,False,82833,1,0,13,0,No,No,Yes,4,High School,HR,HR Manager,8.300003097367814,8.51655768485686,0
30025,Priya Thomas,48,False,70347,1,24,7,3,Yes,Yes,Yes,4,Bachelor's,R&D,Researcher,4.307546470998471,3.039202933139075,0
30028,Olivia Kumar,43,True,94664,0,18,0,2,No,Yes,Yes,5,Diploma,HR,HR Manager,10.0,2.8586182699076366,0
30031,Leo Anderson,25,True,89707,1,0,11,0,No,Yes,Yes,3,Diploma,Engineering,Software Engineer,7.4684211214318745,8.098827890576073,0
30033,Rohit Williams,38,True,60979,2,4,6,2,No,Yes,Yes,3,Bachelor's,Operations,Ops Manager,6.607531538614825,6.812312650903815,0
30036,Sophia Anderson,29,True,74697,0,0,1,1,No,Yes,Yes,4,High School,Support,Customer Specialist,7.242170174160305,3.2578597433512257,0
30039,Michael Sharma,29,True,85322,1,5,12,0,No,Yes,No,3,Diploma,R&D,Researcher,6.760292780860654,10.0,0
30043,Arun Miller,39,True,99218,1,4,0,1,No,Yes,Yes,3,Diploma,Finance,Senior Analyst,7.0247406321135815,1.0918719987306162,0
30045,David Thomas,42,False,76915,1,9,12,1,Yes,Yes,Yes,4,Master's,Sales,Account Executive,1.0,7.845168329766394,0
30046,Nina Anderson,27,True,61450,0,4,3,2,Yes,Yes,Yes,4,Bachelor's,Support,Support Engineer,10.0,5.617691708035501,0
30049,Daniel Lewis,38,False,98789,3,15,2,2,No,Yes,Yes,4,Bachelor's,HR,HR Executive,10.0,1.9174602216000096,0
30051,Sophia Miller,36,False,62335,0,15,5,0,Yes,Yes,Yes,3,Bachelor's,HR,HR Executive,8.0375439149617,8.787681693268947,0
30061,Leo Kumar,30,True,82255,3,8,1,2,No,Yes,Yes,1,Bachelor's,Operations,Operations Coordinator,6.553137491124746,3.3468261437105293,0
30062,Luke Kumar,27,True,67715,0,0,9,3,No,Yes,No,2,Diploma,HR,HR Executive,3.701625592229199,2.925263891414704,0
30065,Rohit Anderson,25,True,79835,0,0,7,0,No,Yes,Yes,3,Diploma,R&D,Researcher,4.479536050907045,6.21094969164859,0
30066,Kiran Walker,21,True,66144,0,0,7,3,No,No,No,3,High School,HR,HR Manager,10.0,5.7811130161744355,0
30067,Nina Anderson,43,True,64054,1,15,4,2,No,Yes,Yes,3,High School,R&D,Scientist,8.501796190457327,5.856813954351171,0
30068,Arun Iyer,55,True,99514,0,32,7,3,Yes,Yes,No,2,High School,R&D,Scientist,6.446718890631577,7.184641280054461,0
30069,Luke Walker,31,True,84925,1,1,7,1,No,Yes,Yes,2,Bachelor's,Finance,Analyst,6.551108242896765,1.0,0
30070,Sarah Lewis,22,True,64814,0,0,4,0,No,Yes,Yes,2,Bachelor's,Sales,Account Executive,10.0,9.337827760283108,0
30073,Olivia Singh,29,True,85145,3,8,10,2,No,Yes,Yes,3,Diploma,Finance,Senior Analyst,3.1244866678214276,10.0,0
30075,Priya Anderson,40,True,68073,0,17,10,0,No,Yes,Yes,3,Bachelor's,Finance,Senior Analyst,10.0,4.99789301056997,0
30076,Daniel Smith,37,False,71406,2,14,0,1,No,Yes,Yes,4,Master's,Engineering,Software Engineer,9.25826214900346,2.9761825414001444,0
30083,Vikram Patel,48,False,63847,0,18,5,2,No,Yes,Yes,4,Diploma,HR,HR Executive,8.058548862362748,5.230180277639564,0
30088,Aisha Lewis,22,True,62331,2,0,8,3,No,Yes,No,3,Master's,Operations,Operations Coordinator,10.0,5.605416692604486,0
30090,Ananya Sharma,29,True,75592,0,5,0,0,No,Yes,Yes,4,Master's,HR,HR Manager,8.50690769188241,1.631840865602479,0
30092,Vikram Sharma,34,False,78859,2,0,13,0,No,Yes,Yes,3,Diploma,Engineering,ML Engineer,1.6194348618464405,1.0,0
30093,Priya Walker,42,True,91262,0,1,13,1,No,Yes,No,2,Bachelor's,Engineering,ML Engineer,10.0,1.0684627571328695,0
30094,Luke Thomas,46,False,68996,1,22,4,3,No,No,Yes,4,High School,Sales,Sales Manager,6.151548692728109,9.230924458514489,0
30097,John Gupta,44,False,63708,0,18,14,3,No,Yes,No,3,Master's,R&D,Researcher,10.0,6.332456170371623,0
30100,Kiran Wilson,28,False,89884,3,0,9,1,No,Yes,Yes,3,High School,Operations,Operations Coordinator,1.0,10.0,0
30103,Luke Johnson,23,False,59339,0,0,13,1,No,Yes,Yes,3,PhD,Sales,Account Executive,6.4051375562835435,7.899402821984302,0
30109,Leo Brown,43,False,60694,0,16,3,3,No,Yes,Yes,3,Bachelor's,Operations,Operations Coordinator,4.441621274384371,8.021638022226968,0
30111,Michael Davis,36,True,94773,1,13,7,0,No,Yes,No,2,Bachelor's,Operations,Operations Coordinator,1.3270309791723758,8.976330948180465,0
30112,Olivia Sharma,36,False,77883,1,0,14,3,No,No,No,2,Diploma,Support,Customer Specialist,10.0,7.484862308030049,0
30116,Rohit Williams,41,False,73634,2,14,2,0,Yes,No,Yes,4,Master's,HR,HR Executive,10.0,6.993898083967087,0
30117,David Smith,24,True,86045,1,0,10,2,Yes,Yes,Yes,4,Bachelor's,Operations,Operations Coordinator,10.0,1.415205910089393,0
30123,Arun Singh,32,True,87060,1,0,0,1,No,Yes,Yes,3,Master's,HR,HR Executive,7.8753248976386026,6.498363731058013,0
30125,Michael Johnson,29,False,78987,2,0,7,3,No,Yes,Yes,3,High School,Operations,Ops Manager,7.657150105917116,3.8736628569271683,0
30128,Kiran Smith,22,False,77143,1,0,4,1,Yes,Yes,Yes,4,Bachelor's,Operations,Operations Coordinator,7.2363094781272235,2.4517377968087786,0
30132,Nina Patel,32,False,87647,3,2,2,1,No,Yes,Yes,3,Master's,R&D,Scientist,4.173971195547971,8.027115283237627,0
30133,Sophia Wilson,35,True,85351,2,12,4,2,No,Yes,Yes,3,Bachelor's,R&D,Scientist,9.570905936384225,10.0,0
30138,Michael Walker,25,True,66674,2,0,13,1,No,Yes,Yes,3,High School,Support,Customer Specialist,10.0,6.197220815569587,0
30140,Sophia Gupta,25,False,97985,1,0,8,0,No,Yes,Yes,1,Bachelor's,Sales,Account Executive,10.0,1.0,0
30143,Luke Singh,25,True,84692,0,0,0,3,No,Yes,Yes,5,High School,Finance,Senior Analyst,10.0,2.3553556086372005,0
30144,Michael Gupta,25,False,66002,0,0,2,2,No,Yes,Yes,4,Bachelor's,R&D,Researcher,8.404010190193777,2.0725492731687583,0
30149,Linda Kumar,28,False,73535,0,7,4,0,No,Yes,Yes,1,Bachelor's,Operations,Operations Coordinator,8.899064441149568,5.466674612874334,0
30150,Aisha Davis,36,True,82569,1,9,10,0,Yes,Yes,Yes,3,Bachelor's,R&D,Researcher,8.201557409758163,2.5657594776035415,0
30156,John Gupta,39,True,59793,0,16,10,3,No,No,Yes,3,Diploma,R&D,Researcher,2.2332828602253585,9.36643684127425,0
30157,Nina Williams,22,True,66696,2,0,11,0,Yes,Yes,Yes,5,Bachelor's,Finance,Senior Analyst,6.826933344956325,2.8734876127621685,0
30162,Ananya Miller,36,True,58672,1,0,1,2,Yes,Yes,Yes,3,Bachelor's,Sales,Sales Manager,9.077549582208887,2.28759346004139,0
30163,Sarah Wilson,51,False,94331,0,17,7,2,No,Yes,Yes,2,Bachelor's,Engineering,DevOps Engineer,5.154542581441234,6.127872072832437,0
30164,Leo Sharma,33,True,65343,0,12,5,0,No,No,No,3,Bachelor's,Sales,Account Executive,8.832546668071872,5.693064063345003,0
30166,Leo Wilson,50,True,60238,0,24,11,1,No,Yes,Yes,3,Diploma,Finance,Analyst,10.0,10.0,0
30170,Ananya Thomas,52,True,62356,1,13,3,1,No,Yes,No,3,Bachelor's,Sales,Account Executive,1.0,10.0,0
30171,David Wilson,34,False,94792,3,9,8,1,No,Yes,Yes,3,Master's,Finance,Analyst,10.0,3.067626881807538,0
30173,Nina Thompson,35,True,97781,1,5,1,2,No,Yes,Yes,2,Diploma,Operations,Ops Manager,10.0,1.8872129945841394,0
30174,Karen Smith,18,False,65081,0,0,5,3,No,Yes,Yes,4,Diploma,R&D,Scientist,8.734361694284202,3.436089711557038,0
30177,Nina Davis,31,False,86786,0,5,6,3,Yes,Yes,Yes,5,Diploma,Support,Customer Specialist,10.0,8.601251334932394,0
30184,Sophia Davis,18,True,69067,1,0,6,1,Yes,Yes,Yes,4,Bachelor's,Finance,Senior Analyst,6.556042503049217,2.9183909995508532,0
30186,Olivia Patel,36,False,73061,1,9,10,3,No,Yes,Yes,4,Bachelor's,Sales,Sales Manager,10.0,1.0,0
30191,John Singh,39,False,98309,1,11,13,2,No,Yes,Yes,4,Master's,Sales,Account Executive,8.920788909727687,1.8227857460718377,0
30192,Linda Brown,30,False,58758,2,6,11,3,Yes,Yes,Yes,3,Bachelor's,HR,HR Manager,10.0,1.0,1
30196,Olivia Anderson,18,True,64620,2,0,8,1,No,Yes,No,4,Master's,R&D,Scientist,10.0,2.3812527490679636,0
30197,Leo Singh,43,True,78322,1,6,10,1,No,Yes,Yes,3,Bachelor's,R&D,Researcher,6.491421021046604,8.90720087796388,0
30199,Michael Patel,25,True,83505,1,3,11,2,No,Yes,No,3,High School,Operations,Ops Manager,4.318992257564959,1.5233387121617596,0
30201,David Williams,21,True,88369,2,0,0,0,No,Yes,Yes,5,Bachelor's,Engineering,DevOps Engineer,10.0,4.26021039075748,0
30204,Linda Singh,25,True,65686,3,1,8,2,No,Yes,Yes,3,Bachelor's,Support,Support Engineer,7.807030224452719,6.502838257987651,0
30205,Emily Johnson,26,True,71061,0,5,6,0,No,Yes,Yes,1,Bachelor's,R&D,Researcher,3.6247676376359528,1.8474921729342002,0
30206,John Singh,36,False,89114,0,15,2,2,No,Yes,No,5,Bachelor's,R&D,Researcher,7.77012514577182,3.1782570497975158,0
30209,Nina Anderson,31,True,66492,2,0,6,1,No,No,Yes,2,Bachelor's,Engineering,Software Engineer,10.0,6.183050651268126,0
30210,David Iyer,32,False,86999,3,8,1,1,No,Yes,No,2,Diploma,HR,HR Manager,6.668805149514027,6.531428022060544,0
30211,Linda Davis,22,True,92968,1,0,3,1,Yes,No,Yes,4,Diploma,Sales,Sales Manager,10.0,5.619579136642633,0
30213,Kiran Thompson,38,True,88042,2,7,1,0,No,Yes,Yes,4,Bachelor's,Finance,Senior Analyst,6.5587972478716505,1.0,0
30218,Leo Walker,30,True,73341,1,5,7,3,No,Yes,Yes,4,Diploma,Support,Customer Specialist,7.835547918909459,1.0,0
30222,Luke Singh,43,True,70785,1,18,8,2,Yes,Yes,Yes,5,Master's,Finance,Analyst,6.483586559294774,5.56835047802183,0
30229,David Davis,33,True,86800,0,0,2,2,No,Yes,Yes,4,Diploma,Support,Customer Specialist,10.0,7.0240112674167525,0
30230,Vikram Johnson,44,True,73416,3,21,1,3,Yes,Yes,Yes,1,Bachelor's,HR,HR Manager,4.391768192315607,1.0,0
30232,Daniel Williams,41,False,68893,0,13,2,0,No,Yes,Yes,3,Bachelor's,Support,Support Engineer,8.10023269017935,1.0,0
30234,Luke Singh,24,True,64564,0,0,3,0,No,Yes,Yes,3,Diploma,Operations,Operations Coordinator,1.9906163261338952,9.695745846663431,0
30239,Rohit Gupta,28,False,87247,0,7,6,3,No,Yes,Yes,2,Bachelor's,Engineering,ML Engineer,7.450849385594596,4.211641685001066,0
30240,Daniel Anderson,31,True,80974,0,0,9,2,No,Yes,Yes,4,Bachelor's,Finance,Analyst,5.793707565651136,2.2611400148525926,0
30243,Michael Thompson,56,True,70066,3,33,11,0,No,Yes,Yes,5,Diploma,Engineering,Software Engineer,6.821497195115329,5.082236736548806,0
30249,Michael Lewis,44,False,65538,0,0,8,2,No,Yes,Yes,3,Bachelor's,Operations,Ops Manager,4.412732526364324,1.758893084479368,0
30253,Sarah Gupta,36,False,75103,0,0,14,2,No,Yes,Yes,3,Diploma,Support,Support Engineer,3.5059351645064964,10.0,0
30256,Linda Iyer,52,True,59183,1,25,6,2,No,Yes,Yes,2,Bachelor's,Engineering,DevOps Engineer,7.018614267752634,8.635237274348107,0
30258,Vikram Sharma,21,False,74711,0,0,6,2,No,Yes,Yes,3,Diploma,Finance,Analyst,7.065871233591291,4.075792510374386,0
30259,Luke Brown,33,True,71517,3,9,0,3,No,Yes,No,5,Bachelor's,Support,Support Engineer,8.760133313161377,1.0,0
30265,Vikram Taylor,33,True,75398,3,8,7,3,No,Yes,Yes,3,High School,Engineering,DevOps Engineer,10.0,4.9746695733201705,0
30266,Sophia Sharma,39,False,61004,0,10,0,3,No,Yes,Yes,4,Bachelor's,Support,Support Engineer,8.56921860466788,4.3740173585686986,0
30270,Ananya Thomas,40,True,97948,1,14,12,2,No,Yes,Yes,4,High School,HR,HR Executive,10.0,7.780585757996393,0
30271,Arun Wilson,30,True,79123,3,7,0,0,No,No,Yes,3,Bachelor's,R&D,Researcher,4.505203077028048,1.8597879620377888,0
30272,Michael Johnson,43,False,87640,3,9,11,3,No,Yes,Yes,5,Bachelor's,HR,HR Executive,10.0,9.036457885039011,0
30273,Vikram Anderson,35,False,59435,0,11,5,1,Yes,Yes,Yes,2,Diploma,Support,Support Engineer,10.0,9.079470440266252,0
30276,Luke Gupta,28,True,69479,1,4,8,0,No,Yes,No,3,Bachelor's,Support,Support Engineer,10.0,4.662282330648299,0
30277,John Smith,25,True,60015,1,0,3,1,No,Yes,Yes,4,Diploma,Support,Customer Specialist,10.0,10.0,0
30278,Priya Gupta,50,True,70451,1,29,12,1,No,Yes,Yes,4,Bachelor's,Support,Customer Specialist,5.981780472300992,6.4820709210523075,0
30280,Rohit Taylor,48,True,92574,3,17,7,1,No,No,Yes,3,High School,HR,HR Manager,5.077641718163891,4.908339579627736,0
30281,David Brown,37,True,85077,3,14,3,1,No,Yes,Yes,4,Bachelor's,Sales,Account Executive,10.0,1.0,0
30283,Rohit Iyer,18,True,96901,1,0,8,2,No,Yes,Yes,1,Master's,Engineering,DevOps Engineer,8.276117340710773,1.0,0
30284,Luke Davis,41,True,75352,0,12,2,0,No,Yes,Yes,3,Master's,Sales,Account Executive,10.0,2.635423137617086,0
30285,Luke Gupta,51,True,84875,3,29,6,3,Yes,Yes,Yes,4,Diploma,Engineering,DevOps Engineer,7.528777491100691,10.0,0
30290,Olivia Kumar,29,False,67781,3,6,3,0,No,Yes,Yes,5,Bachelor's,R&D,Scientist,5.77151557512792,1.8297064154813176,0
30291,Kiran Taylor,38,True,79085,0,0,13,3,No,Yes,Yes,3,High School,Finance,Senior Analyst,10.0,6.2174081491237665,0
30299,Rohit Gupta,29,True,61696,1,4,7,0,No,Yes,Yes,4,Bachelor's,Support,Customer Specialist,9.572489724238531,10.0,0
30304,David Walker,18,False,82524,0,0,11,2,Yes,Yes,Yes,3,PhD,Operations,Operations Coordinator,5.364575463842305,8.633419182924005,0
30311,Priya Miller,32,False,60370,1,0,4,0,Yes,Yes,Yes,3,Master's,Sales,Account Executive,9.537215716434016,4.996680495107574,0
30312,Emily Kumar,50,True,92171,0,29,0,0,No,No,Yes,4,Bachelor's,Finance,Senior Analyst,8.207670814776264,7.9878880636323295,0
30314,Karen Brown,27,True,73212,0,0,9,2,Yes,Yes,Yes,3,Bachelor's,Finance,Analyst,1.0448381170810634,7.948079734511195,0
30316,Linda Williams,29,True,87112,0,0,12,2,No,Yes,Yes,2,Master's,HR,HR Manager,8.254325832251038,6.583266067282459,0
30319,Michael Smith,40,True,60913,0,9,9,1,No,Yes,Yes,4,Bachelor's,Finance,Senior Analyst,7.109113567722534,1.0,0
30320,Priya Smith,32,True,72528,1,2,14,0,No,Yes,Yes,5,Master's,Finance,Analyst,10.0,8.104468986208328,0
30322,Leo Davis,39,True,82289,1,7,9,1,No,Yes,No,1,Diploma,Sales,Sales Manager,9.708892403124905,3.416164919556093,0
30326,David Brown,38,True,70079,0,5,5,0,No,Yes,No,3,Master's,Finance,Senior Analyst,3.338569865607761,1.0,0
30332,Michael Smith,25,False,73617,0,0,5,3,Yes,Yes,Yes,3,Master's,Operations,Operations Coordinator,6.157932850014799,6.503266711825052,0
30333,Sarah Iyer,34,False,82372,0,5,9,3,Yes,Yes,Yes,5,Diploma,Sales,Sales Manager,5.4705776155409325,7.364350596925563,0
30334,Sophia Lewis,30,True,88563,2,9,1,0,No,No,No,3,Master's,R&D,Scientist,10.0,3.2863133602966568,0
30335,Kiran Taylor,21,True,62155,1,0,3,0,No,Yes,No,3,Master's,Support,Support Engineer,6.3843754180555905,10.0,0
30336,John Wilson,45,False,94082,3,24,6,1,Yes,Yes,Yes,4,Bachelor's,Finance,Analyst,10.0,4.009038656968418,0
30337,John Gupta,32,False,65169,0,6,7,1,No,Yes,Yes,4,Diploma,Engineering,ML Engineer,1.992325484949692,9.794521712621792,0
30339,Nina Thomas,34,True,77975,1,0,4,3,No,Yes,No,2,Bachelor's,R&D,Researcher,9.370644007067861,3.202346114890415,0
30340,David Thompson,45,True,77980,1,22,6,2,No,Yes,Yes,3,Bachelor's,HR,HR Executive,10.0,6.958548648380511,0
30344,John Iyer,41,True,70439,1,12,3,1,No,Yes,Yes,3,Master's,R&D,Scientist,10.0,2.744843360727603,0
30345,Vikram Wilson,35,False,82234,1,0,0,3,No,Yes,Yes,3,Master's,Operations,Operations Coordinator,10.0,2.3623314353430382,0
30347,Arun Wilson,42,False,95528,0,11,11,3,Yes,Yes,Yes,3,Master's,R&D,Scientist,10.0,4.350697450268077,0
30350,Michael Thomas,39,False,92300,2,15,6,3,No,No,Yes,4,Master's,Sales,Account Executive,9.131792378407162,2.2138388546834555,0
30351,Aisha Smith,34,False,72251,0,11,9,2,No,Yes,No,3,High School,Support,Support Engineer,10.0,1.0,0
30352,David Patel,22,True,76434,3,0,14,3,No,Yes,Yes,2,Master's,Engineering,Software Engineer,10.0,1.0,0
30353,Arun Kumar,32,True,66839,1,10,0,0,No,Yes,Yes,5,Diploma,Finance,Senior Analyst,10.0,6.586023016675474,0
30354,Vikram Johnson,18,True,65474,1,0,5,2,No,Yes,Yes,4,Master's,HR,HR Executive,7.070443443790857,7.443088341592166,0
30359,Emily Williams,22,True,65112,3,0,10,2,No,Yes,Yes,3,Master's,Support,Customer Specialist,3.7195929421858356,4.04086785402711,0
30360,Karen Williams,45,True,70420,3,23,11,2,No,Yes,Yes,3,Bachelor's,Operations,Ops Manager,7.718783737292693,4.079724627786051,0
30364,Vikram Singh,41,True,72632,2,7,10,2,Yes,Yes,No,4,Master's,Engineering,ML Engineer,10.0,2.9728702445499744,0
30368,Luke Gupta,42,True,65987,0,21,12,0,No,Yes,Yes,4,Bachelor's,Finance,Analyst,7.500723456329292,3.2638491627506347,0
30369,Daniel Iyer,27,True,68906,3,5,4,3,No,No,Yes,5,Master's,Support,Customer Specialist,9.814371417048335,4.139291770646879,0
30370,Arun Sharma,40,False,81033,3,3,14,0,Yes,No,Yes,3,Diploma,Engineering,DevOps Engineer,7.431240803612228,1.6220778714900064,0
30373,John Singh,30,False,81155,1,1,4,2,No,Yes,Yes,4,Bachelor's,Support,Customer Specialist,8.563266074235312,6.0145481834665695,0
30374,Nina Kumar,36,True,62458,0,13,13,3,Yes,Yes,Yes,4,Master's,HR,HR Manager,4.106297378527314,8.308121406948136,0
30377,Leo Thompson,38,True,88117,1,14,10,2,No,Yes,Yes,3,Diploma,Support,Support Engineer,7.186858074808437,3.1969679185936535,0
30379,Rohit Sharma,40,True,97427,3,9,9,1,No,Yes,Yes,5,Bachelor's,Sales,Account Executive,10.0,1.0,0
30380,Ananya Johnson,36,True,86585,1,8,10,1,No,No,Yes,2,Master's,HR,HR Executive,6.0074064162208956,3.7914469870585137,0
30382,Emily Wilson,42,True,58436,0,14,9,3,No,Yes,Yes,3,Diploma,Engineering,ML Engineer,6.395170475836197,5.261478478300872,0
